0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0
0.04,-0.01,0.01,-0.18,-0.15,11.72,0.94,-1.24,359.87,1
0.04,-0.01,0.02,-0.20,-0.17,11.76,0.73,-1.14,359.88,2
0.04,-0.01,0.04,-0.39,-0.28,11.44,0.73,-1.01,359.68,3
0.04,-0.02,-0.10,-0.26,-0.22,11.74,0.52,-0.77,2.29,4
0.04,-0.02,-0.17,-0.18,-0.13,11.70,0.69,-0.86,3.92,5
0.04,-0.02,-0.18,-0.18,-0.10,11.72,0.60,-0.86,4.68,6
0.04,-0.02,-0.08,0.19,-0.06,11.77,0.62,-0.62,3.01,7
0.02,-0.02,0.03,-0.19,-0.13,11.68,0.73,-1.26,1.51,8
0.01,-0.02,0.08,-0.17,-0.11,11.73,0.65,-1.08,0.69,9
0.01,-0.03,0.11,-0.25,-0.11,11.62,0.67,-1.00,0.29,10
0.01,-0.03,0.12,-0.14,-0.16,11.74,0.64,-0.91,0.33,11
0.01,-0.04,0.13,-0.18,-0.13,11.72,0.68,-1.01,0.31,12
0.01,-0.04,0.15,-0.24,-0.11,11.71,0.67,-0.99,0.68,13
0.01,-0.04,0.16,-0.17,-0.13,11.68,0.67,-1.04,0.43,14
0.01,-0.04,0.17,-0.27,-0.18,11.77,0.64,-0.95,0.52,15
0.01,-0.04,0.19,-0.21,-0.15,11.69,0.69,-1.10,0.42,16
0.01,-0.04,0.20,-0.24,-0.16,11.85,0.63,-1.09,0.29,17
0.01,-0.04,0.22,-0.23,-0.18,11.74,0.69,-0.95,0.55,18
0.01,-0.04,0.23,-0.19,-0.12,11.63,0.75,-1.10,0.20,19
0.01,-0.04,0.24,-0.16,-0.17,11.62,0.66,-1.03,0.07,20
0.01,-0.04,0.26,-0.23,-0.11,11.75,0.61,-1.02,0.38,21
0.01,-0.04,0.27,-0.25,-0.15,11.74,0.66,-1.07,0.15,22
0.01,-0.05,0.29,-0.23,-0.16,11.66,0.68,-1.06,0.14,23
0.01,-0.05,0.30,-0.21,-0.12,11.73,0.70,-1.09,0.50,24
0.01,-0.05,0.31,-0.20,-0.13,11.71,0.75,-1.14,0.25,25
0.01,-0.05,0.33,-0.22,-0.13,11.67,0.72,-1.16,0.33,26
0.01,-0.05,0.34,-0.18,-0.17,11.73,0.72,-1.09,359.98,27
0.01,-0.05,0.36,-0.19,-0.10,11.72,0.68,-1.16,0.43,28
0.01,-0.05,0.37,-0.22,-0.15,11.75,0.70,-1.10,0.19,29
0.01,-0.05,0.38,-0.23,-0.17,11.69,0.72,-1.11,0.21,30
0.01,-0.05,0.40,-0.23,-0.11,11.76,0.68,-1.04,0.25,31
0.01,-0.05,0.29,0.27,-0.12,11.75,0.50,-0.83,2.12,32
0.01,-0.05,0.22,-0.12,-0.15,11.70,0.64,-0.72,3.93,33
0.01,-0.05,0.18,-0.25,-0.10,11.73,0.66,-0.87,5.15,34
0.01,-0.05,0.14,-0.24,-0.13,11.66,0.66,-0.88,5.78,35
0.01,-0.05,0.10,-0.16,-0.15,11.70,0.63,-0.91,7.15,36
0.01,-0.05,0.12,0.04,0.02,11.74,0.51,-0.61,7.09,37
-0.14,-0.06,0.64,0.02,-0.16,11.37,0.98,-1.66,358.37,38
-0.25,-0.07,0.93,-0.19,-0.13,11.67,0.54,-1.23,351.86,39
-0.30,-0.09,1.13,-0.11,-0.15,11.65,0.51,-1.32,347.67,40
-0.30,-0.11,1.28,-0.21,-0.10,11.76,0.44,-1.02,343.82,41
-0.33,-0.14,1.39,-0.96,-0.10,11.53,0.08,-2.47,340.21,42
-0.28,-0.15,0.49,-0.16,-0.13,11.79,0.64,-0.26,1.05,43
-0.28,-0.16,0.54,-0.14,-0.09,11.82,0.61,-0.90,0.45,44
-0.28,-0.16,0.55,-0.08,-0.04,11.76,0.48,-0.52,0.71,45
-0.29,-0.16,0.57,-0.20,-0.09,11.74,0.65,-0.86,0.78,46
-0.28,-0.19,0.58,-0.00,0.04,11.75,-0.34,-0.07,0.73,47
-0.28,-0.19,0.59,-0.02,0.10,11.77,-0.46,-0.16,0.49,48
-0.28,-0.19,0.61,-0.05,0.09,11.76,-0.59,-0.12,0.61,49
-0.28,-0.19,0.62,-0.01,0.11,11.77,-0.53,-0.09,0.59,50
-0.28,-0.19,0.63,-0.03,0.12,11.82,-0.55,-0.12,0.48,51
-0.31,-0.15,0.14,0.12,-0.10,11.88,0.18,-0.74,9.28,52
-0.33,-0.22,-0.01,0.71,-0.04,11.53,0.85,-1.45,13.21,53
-0.33,-0.18,-0.02,-0.39,-0.24,11.73,0.65,-1.11,13.17,54
-0.37,-0.19,-0.02,-0.33,-0.15,11.75,0.55,-2.22,13.60,55
-0.37,-0.22,-0.01,-0.31,-0.15,11.65,0.33,-1.48,13.62,56
-0.37,-0.25,0.03,-0.12,0.04,11.73,-0.23,-0.77,12.99,57
-0.39,-0.25,0.05,-0.07,0.03,11.62,-0.14,-0.44,12.71,58
-0.39,-0.25,0.06,-0.13,0.11,11.72,-0.31,-0.48,12.99,59
-0.40,-0.25,0.07,-0.15,0.04,11.68,-0.12,-0.58,12.99,60
-0.40,-0.25,0.11,-0.12,0.16,11.70,-0.89,-0.64,12.38,61
-0.40,-0.26,0.13,-0.12,0.39,11.76,-1.65,-0.28,12.01,62
-0.42,-0.27,0.20,0.00,0.52,11.84,-2.18,-0.23,11.06,63
-0.39,-0.05,-0.35,-1.57,0.59,11.81,-1.35,-12.43,17.26,64
-0.45,-0.19,-0.65,-0.95,-0.62,11.24,3.05,-4.85,26.51,65
-0.50,-0.26,-0.68,-0.67,-0.49,11.31,3.15,-3.22,28.51,66
-0.65,-0.37,-0.56,-0.04,-0.85,11.57,3.75,0.25,27.95,67
-0.66,-0.32,-0.36,-0.46,-0.55,14.29,-0.49,-3.35,23.44,68
-0.71,-0.34,-0.28,-0.61,0.36,11.67,-0.93,-3.33,21.38,69
-0.85,-0.47,-0.26,0.57,-0.40,11.55,0.87,1.71,23.67,70
-0.98,-0.46,-0.35,0.03,0.15,11.61,1.34,3.76,25.21,71
-1.66,-0.43,-1.01,-0.12,-3.35,10.44,20.29,6.22,37.47,72
-1.47,-0.58,-1.26,2.09,-2.37,11.03,12.44,10.47,47.76,73
-1.41,-0.10,-1.66,-0.83,-1.18,11.82,6.00,-1.93,45.57,74
-1.44,0.04,-1.95,-0.83,-2.83,9.85,9.20,-10.26,46.51,75
-1.56,0.13,-2.74,0.70,-3.70,10.86,17.45,0.37,19.20,76
-1.55,0.08,-2.98,0.25,-2.65,12.09,13.49,3.74,3.35,77
-1.61,0.21,-3.58,0.92,-2.88,10.36,12.73,4.79,345.13,78
-1.59,0.23,-3.68,0.88,-1.58,11.35,8.23,4.64,343.25,79
-1.64,0.30,-4.13,0.84,-1.68,12.40,5.24,2.24,345.59,80
-1.60,0.43,-4.54,0.01,-1.45,11.61,6.27,1.73,349.71,81
-1.65,0.52,-4.71,-0.18,-0.40,12.21,3.22,2.00,351.09,82
-1.67,0.45,-5.12,0.03,-0.86,11.55,4.70,-0.29,0.23,83
-1.76,0.41,-5.13,0.20,-1.14,12.30,4.89,1.48,1.62,84
-1.85,0.39,-5.08,0.26,-1.27,11.86,5.26,0.49,0.63,85
-2.00,0.39,-5.12,0.09,-1.40,11.69,7.09,0.18,1.73,86
-2.31,0.35,-4.64,-0.88,-3.25,12.28,12.42,-2.99,354.52,87
-2.49,0.12,-3.47,-0.25,-2.99,12.30,8.56,-5.45,338.42,88
-4.58,-0.82,-1.86,-3.99,-2.25,7.77,27.46,-30.95,27.57,89
-5.32,-1.88,-0.71,0.46,-0.37,11.62,-0.06,-13.76,23.35,90
-5.47,-1.94,0.36,0.14,0.45,9.13,-0.77,-2.75,4.94,91
-5.68,-1.78,0.79,-2.90,0.74,13.95,-5.82,-7.55,350.59,92
-5.51,-1.96,0.64,-2.90,1.82,8.77,-10.80,0.69,355.61,93
-5.68,-2.15,0.68,-0.09,1.53,10.98,-7.16,0.37,354.27,94
-5.98,-2.15,0.60,-0.01,1.11,11.22,5.39,9.02,357.80,95
-5.96,-2.18,0.60,-0.05,0.21,11.67,-1.11,0.23,357.95,96
-5.96,-2.18,0.61,-0.08,0.27,11.80,-1.35,-0.06,358.07,97
-6.03,-2.20,0.62,0.07,0.39,11.53,-1.89,-0.16,357.85,98
-6.08,-2.22,0.63,-0.19,0.45,11.86,-2.10,-0.37,357.44,99
-6.18,-2.24,0.65,-0.15,0.31,11.99,-1.58,-0.21,357.63,100
-6.24,-2.25,0.66,0.00,0.36,11.62,-1.76,-0.24,357.61,101
-6.25,-2.26,0.68,-0.11,0.35,11.77,-1.53,-0.11,357.70,102
-6.32,-2.27,0.69,-0.15,0.29,11.76,-1.09,-0.39,357.92,103
-6.32,-2.27,0.70,-0.04,0.24,11.73,-1.02,-0.31,358.12,104
-6.32,-2.27,0.71,-0.03,0.24,11.76,-1.02,-0.26,357.80,105
-6.32,-2.27,0.73,-0.05,0.18,11.76,-1.01,-0.29,357.88,106
-6.32,-2.27,0.74,-0.05,0.24,11.78,-0.97,-0.26,357.86,107
-6.32,-2.27,0.76,-0.05,0.21,11.75,-0.94,-0.30,357.93,108
-6.32,-2.27,0.77,-0.04,0.23,11.76,-0.94,-0.26,357.99,109
-6.32,-2.27,0.78,-0.08,0.22,11.79,-0.97,-0.34,357.85,110
-6.32,-2.27,0.80,-0.05,0.24,11.67,-0.97,-0.28,357.92,111
-6.32,-2.27,0.81,-0.05,0.16,11.74,-1.05,-0.26,357.73,112
-6.32,-2.27,0.83,-0.09,0.23,11.79,-0.93,-0.19,357.86,113
-6.32,-2.27,0.84,-0.06,0.17,11.78,-0.98,-0.25,357.86,114
-6.32,-2.27,0.85,-0.06,0.19,11.71,-0.99,-0.24,358.00,115
-6.32,-2.27,0.87,-0.00,0.19,11.70,-1.01,-0.23,357.86,116
-6.32,-2.27,0.88,-0.02,0.17,11.81,-1.02,-0.25,357.78,117
-6.32,-2.27,0.90,-0.10,0.20,11.80,-0.97,-0.26,358.04,118
-6.32,-2.27,0.91,-0.04,0.20,11.77,-1.01,-0.27,357.74,119
-6.32,-2.27,0.92,-0.06,0.19,11.73,-1.02,-0.16,357.92,120
-6.32,-2.27,0.94,-0.05,0.17,11.79,-1.02,-0.28,358.19,121
-6.40,-2.29,0.96,-0.09,0.14,11.78,-0.65,-0.31,358.24,122
-6.40,-2.29,0.97,-0.11,0.09,11.66,-0.39,-0.36,358.34,123
-6.40,-2.29,0.98,-0.06,0.07,11.74,-0.44,-0.31,358.33,124
-6.40,-2.29,1.00,-0.01,0.09,11.81,-0.38,-0.31,358.17,125
-6.40,-2.29,1.01,-0.11,0.13,11.63,-0.39,-0.25,358.56,126
-6.40,-2.29,1.03,-0.10,0.10,11.79,-0.38,-0.32,358.36,127
-6.40,-2.29,1.04,-0.06,0.08,11.73,-0.48,-0.31,358.28,128
-6.40,-2.29,1.05,-0.05,0.09,11.77,-0.43,-0.36,358.31,129
-6.40,-2.29,1.07,-0.08,0.12,11.67,-0.42,-0.38,358.34,130
-6.40,-2.29,1.08,-0.05,0.10,11.82,-0.35,-0.39,358.28,131
-6.40,-2.29,1.10,-0.05,0.06,11.78,-0.49,-0.32,358.53,132
-6.40,-2.29,1.11,-0.12,0.13,11.78,-0.37,-0.33,358.05,133
-6.40,-2.29,1.12,-0.09,0.08,11.74,-0.36,-0.38,358.34,134
-6.40,-2.29,1.14,-0.11,0.07,11.76,-0.39,-0.29,358.36,135
-6.40,-2.29,1.15,-0.04,0.09,11.66,-0.41,-0.30,358.26,136
-6.40,-2.29,1.17,-0.02,0.10,11.76,-0.45,-0.37,358.31,137
-6.40,-2.29,1.18,-0.04,0.07,11.79,-0.45,-0.32,358.52,138
-6.40,-2.29,1.19,-0.07,0.11,11.68,-0.41,-0.34,358.33,139
-6.40,-2.29,1.21,-0.05,0.10,11.80,-0.35,-0.32,358.41,140
-6.40,-2.29,1.22,-0.10,0.06,11.69,-0.40,-0.33,358.28,141
-6.40,-2.29,1.24,-0.03,0.02,11.65,-0.38,-0.36,358.28,142
-6.40,-2.29,1.25,-0.02,0.11,11.78,-0.39,-0.31,358.29,143
-6.40,-2.29,1.26,-0.08,0.11,11.73,-0.41,-0.31,358.07,144
-6.40,-2.29,1.28,-0.03,0.07,11.67,-0.43,-0.32,358.45,145
-6.40,-2.29,1.29,-0.10,0.09,11.80,-0.38,-0.31,358.17,146
-6.40,-2.29,1.31,-0.08,0.11,11.74,-0.39,-0.32,358.28,147
